1108235257,68313504,68523383,,
1439717884,68313504,,,
824063634,68313504,,,
824063609,68313504,,,
5760030976,68313504,607880233,,
824063661,68313504,,,
824063589,68313504,,,
822483282,68313504,,,
1439718295,68313504,,,
1439718297,68313504,,,
822483261,68313504,,,
1439718300,68313504,,,
1439718301,68313504,,,
824063651,68523383,130799670,,
3751653139,68523383,,,
1439718175,68523383,,,
1439717891,68523383,,,
1439717872,68523383,,,
1439717839,68523383,130800036,,
824063624,68523383,,,
1439717732,68523383,,,
824063564,68523383,,,
1439717715,68523383,,,
1439717668,68523383,,,
824063633,68523383,,,
1448660739,68523383,,,
824063562,68523383,,,
2016905538,98647170,655516210,,
6141664527,98647170,,,
2016905539,98647170,,,
1439718328,130799670,130799671,,
1439718288,130799670,,,
1439718286,130799670,130799722,,
1439718283,130799670,,,
1439718206,130799670,,,
1439718195,130799670,,,
1668285581,130799670,,,
1668255977,130799670,,,
1668285578,130799670,154266156,,
1668255973,130799670,154261845,579856276,
1439718336,130799671,131633570,,
1439719859,130799684,311063334,,
1439719831,130799684,130799688,,
1439718867,130799685,130799688,,
1439718840,130799685,130799687,,
1439718683,130799687,,,
3751653213,130799687,,,
3751653183,130799687,,,
822483272,130799687,131633570,297487401,
3751653144,130799687,,,
1439718551,130799687,131633572,,
1439719815,130799688,130799949,,
1439719478,130799688,,,
1439719471,130799688,572408254,,
1439719468,130799688,,,
1439719367,130799688,,,
1448661117,130799688,131648498,,
1448661108,130799688,131648504,,
1439719331,130799688,,,
1439719077,130799688,130799940,,
1439717842,130799693,,,
1439717869,130799693,,,
822483267,130799693,,,
5760030956,130799693,,,
5760030957,130799693,,,
1439717904,130799693,,,
1439717943,130799693,,,
1439717958,130799693,,,
1756857681,130799693,164024490,,
1439717985,130799693,,,
1439718015,130799693,,,
822483266,130799693,,,
1439718050,130799693,,,
1439718057,130799693,,,
1439719554,130799700,130799932,,
1439719514,130799700,,,
1439719504,130799700,130800021,,
1439719503,130799700,,,
1439719500,130799700,130800021,,
1439719485,130799700,130799760,,
1439719454,130799700,,,
1439719424,130799700,,,
1439719407,130799700,,,
1439719384,130799700,,,
1439719181,130799702,130799702,,
1439719221,130799702,,,
1439719275,130799702,,,
1439719282,130799702,539787370,,
1439719287,130799702,,,
1439719263,130799702,,,
1439719245,130799702,,,
1439719161,130799702,130800009,,
1439719151,130799702,,,
1439719170,130799702,130799803,,
1439718353,130799703,130799758,,
5270146680,130799703,,,
1439718330,130799703,163926030,,
5270146682,130799703,,,
1439718308,130799703,130799954,,
5270146683,130799703,545273025,,
1439718973,130799704,130799999,,
1439718986,130799704,,,
1439718998,130799704,,,
1439719002,130799704,130799743,,
1439718992,130799704,,,
1439718979,130799704,283146787,,
1439718964,130799704,,,
1439718951,130799704,,,
1439718945,130799704,,,
1439718946,130799704,130799999,,
1439718483,130799705,130799979,,
1439718513,130799705,130799968,,
1439718543,130799705,130799782,,
1439718550,130799705,130799914,,
1439718599,130799705,,,
5598199886,130799705,585865894,,
1439718579,130799705,,,
1439718533,130799705,130799914,,
1439718530,130799705,130799730,,
1439718498,130799705,,,
1439718511,130799705,130800015,,
1439719560,130799706,579856275,,
5598199896,130799706,,,
1439719542,130799706,,,
1439719432,130799706,130799852,,
1439719322,130799706,,,
1439719311,130799706,130799880,,
1439719295,130799706,,,
2871649815,130799706,,,
2871649821,130799706,,,
2871649822,130799706,,,
1439718980,130799706,,,
2871649823,130799706,130799878,,
1439718953,130799706,,,
1439718947,130799706,130799833,,
1439719750,130799708,,,
1439719757,130799708,130799795,,
1439719795,130799708,,,
1439719794,130799708,,,
1439719752,130799708,130799742,,
1439719625,130799708,,,
1439719619,130799708,,,
1439719613,130799708,,,
1439719559,130799708,,,
1439719579,130799708,130799845,,
1439719655,130799708,539787368,,
1439718879,130799709,539787373,,
2917165144,130799709,130800017,,
2837148959,130799709,279488323,,
2837198973,130799709,279493861,,
2917165143,130799709,130799726,,
5220784240,130799709,,,
1439719076,130799709,,,
1439719120,130799709,130799766,,
1439719217,130799709,130799769,539852479,
2870638611,130799709,,,
1439719265,130799709,130799735,,
1439719271,130799709,,,
1439719285,130799709,130799827,,
1439718501,130799713,130799772,,
1439718510,130799713,130799884,579228153,579228154
1439719404,130799714,130799966,,
1439719379,130799714,130799839,,
1439719374,130799714,130799777,,
2901188623,130799714,,,
2901188622,130799714,,,
1439719253,130799714,,,
1439719280,130799714,130799798,,
1439719290,130799714,,,
1439719302,130799714,130799793,,
1439719320,130799714,,,
1439719360,130799714,130799860,,
1439719414,130799714,130799839,,
1439719427,130799714,130799805,,
1439719442,130799714,130799966,130800023,
1439719518,130799718,130799728,,
1439719519,130799718,,,
5222771871,130799718,,,
5222771870,130799718,,,
1439719517,130799718,130800007,,
1439719523,130799718,,,
1439719534,130799718,,,
1439719546,130799718,,,
1439719568,130799718,,,
1439719578,130799718,,,
1439719586,130799718,,,
1439719587,130799718,,,
1439719595,130799718,,,
1439719660,130799718,130800000,,
1439719714,130799718,,,
3751653170,130799722,,,
3751653207,130799722,,,
1439718312,130799722,,,
5222772396,130799722,539787388,,
5222772399,130799722,539787389,,
1439718547,130799723,130799830,,
1439718564,130799723,579228154,,
1439718664,130799723,130799849,,
1439718699,130799723,130799897,,
1439718706,130799723,130799944,,
1439718743,130799723,130799977,,
1439718855,130799723,130799832,572408271,
1439718845,130799723,130799767,,
1439718860,130799723,130799812,,
2901188632,130799723,572408269,,
1439718940,130799723,130799970,,
1439719125,130799723,130799933,,
1439719215,130799723,,,
5598199890,130799723,,,
1439719230,130799723,572408262,,
1439719315,130799724,130800009,,
1439719333,130799724,130800003,,
1439719358,130799724,130799846,,
1439719364,130799724,,,
1439719365,130799724,,,
1439719362,130799724,,,
1439719348,130799724,539787370,,
1141239820,130799725,,,
1439720200,130799725,,,
3274062031,130799725,,,
1439720140,130799725,,,
1439720107,130799725,,,
1439720053,130799725,,,
1439720049,130799725,130799995,,
1439719997,130799725,,,
1439719953,130799725,,,
1439719874,130799725,130799753,130799810,
1439719836,130799725,,,
1439719830,130799725,,,
1439719825,130799725,655284541,,
1439719412,130799726,572408262,,
5598199892,130799726,,,
5222771867,130799726,,,
1439719354,130799726,,,
2917165142,130799726,130799894,,
1439719339,130799726,,,
2365322049,130799726,227901438,,
5223284078,130799726,539852499,,
1439719200,130799726,130799851,,
1439719148,130799726,130799740,,
1439719085,130799726,,,
1439719047,130799726,,,
2837198975,130799726,279493861,,
2837148961,130799726,279488323,,
1439718861,130799726,130799906,,
1439718825,130799726,,,
1439718817,130799726,,,
1439718808,130799726,130799794,130800026,
1439718792,130799726,,,
1439718786,130799726,130799865,,
1439717938,130799727,130799934,,
1439717947,130799727,130799764,,
1439717964,130799727,,,
1439717969,130799727,,,
1439717983,130799727,,,
1439718036,130799727,,,
1439718031,130799727,,,
1439718013,130799727,,,
1439718004,130799727,130799764,,
1439717966,130799727,130799934,,
1439717921,130799727,130799980,,
1439717912,130799727,,,
1439717905,130799727,,,
1439717894,130799727,,,
1439717886,130799727,130799985,,
1439719545,130799728,,,
1439719467,130799728,,,
1439719452,130799728,,,
1439719448,130799728,,,
1439719438,130799728,,,
1439719434,130799728,,,
1439719430,130799728,,,
1439719419,130799728,,,
1439719377,130799728,,,
1439719380,130799728,,,
1439719390,130799728,,,
1439719398,130799728,,,
1439719408,130799728,,,
1439719418,130799728,130800007,,
1439718619,130799730,130800015,,
2837178675,130799730,,,
1439718596,130799730,,,
2837178663,130799730,,,
1439718538,130799730,,,
1439718521,130799730,,,
1439718488,130799730,,,
1439718463,130799730,,,
5222772231,130799730,539787358,,
1439718441,130799730,,,
1439718428,130799730,130799884,,
5547770177,130799730,579228156,,
1439719964,130799732,130799732,,
1439719959,130799732,,,
1439719944,130799732,,,
1439719890,130799732,,,
1439719882,130799732,130799753,,
1439719877,130799732,130799828,,
1439719845,130799732,,,
1439719839,130799732,,,
1439719842,130799732,,,
1439719870,130799732,130799937,,
1439719886,130799732,,,
1439719892,130799732,,,
1439719904,130799732,,,
1439719985,130799732,,,
1439719978,130799732,130799937,,
1439719493,130799734,130800013,,
1439719496,130799734,,,
2870611716,130799734,,,
2870611715,130799734,,,
1439719509,130799734,,,
1439719539,130799734,,,
1439719599,130799734,,,
1439719621,130799734,,,
1439719638,130799734,,,
1439719664,130799734,,,
1439719690,130799734,,,
1439719707,130799734,,,
1439719723,130799734,,,
1439719725,130799734,,,
1439719721,130799734,,,
1439719720,130799734,130799920,,
1439719701,130799734,130799917,,
1439719674,130799734,130800031,,
1439718894,130799735,130799825,,
1439718897,130799735,,,
1439718911,130799735,572409484,,
1439718928,130799735,,,
2837157816,130799735,,,
1439719073,130799735,130800040,,
1439719259,130799735,,,
1439719279,130799735,,,
1439719310,130799735,,,
1439719336,130799735,,,
1439719371,130799735,,,
1439719392,130799735,,,
1439719423,130799735,,,
1439719437,130799735,,,
1439719458,130799735,,,
1439719472,130799735,,,
5598199893,130799735,,,
1439719482,130799735,572408262,,
1439718988,130799736,,,
1439718978,130799736,,,
1439718950,130799736,,,
1439718931,130799736,,,
1439718922,130799736,,,
1439718918,130799736,,,
1439718930,130799736,,,
1439718948,130799736,130799907,,
1439718961,130799736,,,
1439718977,130799736,,,
1439719001,130799736,,,
1439719044,130799736,,,
1439719086,130799736,,,
1439719115,130799736,,,
1439719152,130799736,,,
1439719189,130799736,,,
1439719243,130799736,130799909,,
1439719686,130799737,130800006,,
1439719692,130799737,130800022,,
1439719711,130799737,130799967,,
1439719722,130799737,130799935,,
1439719743,130799737,130799930,,
1439719751,130799737,,,
1439719759,130799737,,,
1439719773,130799737,,,
1439719776,130799737,,,
1439719793,130799737,,,
5222772291,130799737,539787371,,
1439719774,130799737,,,
1439719771,130799737,,,
1439719762,130799737,130800022,,
1439719737,130799737,,,
1439719729,130799737,130800005,,
1439719724,130799737,,,
1439719709,130799737,,,
1439719268,130799738,130799961,,
1439719254,130799738,,,
1439719231,130799738,,,
1439719205,130799738,130799909,,
1439719172,130799738,,,
1439719140,130799738,,,
1439719089,130799738,,,
1439719070,130799738,,,
1439719019,130799738,,,
1439719009,130799738,130799907,,
1439718997,130799738,,,
1439718993,130799738,,,
1439718990,130799738,,,
1439718994,130799738,,,
1439718999,130799738,,,
1439719034,130799738,,,
1439719074,130799738,,,
1439719109,130799738,,,
5223284077,130799740,,,
1439719107,130799740,,,
1439719100,130799740,130799740,,
1439719091,130799740,,,
1439719090,130799740,,,
1439719097,130799740,130799820,,
1439719110,130799740,,,
4749076129,130799740,,,
1439719155,130799740,130800142,,
1439719239,130799740,130799848,,
1439719250,130799740,,,
1439719257,130799740,,,
1439719261,130799740,130799754,,
1439719272,130799740,,,
1439719264,130799740,,,
1439719251,130799740,539852499,,
1439719233,130799740,,,
1439719203,130799740,,,
1439719160,130799740,130799851,,
1439718968,130799741,572408265,,
1439719010,130799741,130800018,,
2870596993,130799742,,,
5222772283,130799742,,,
1439719696,130799742,539787368,,
