10567782,475418183,,,,
475418183,10567782,,,,
551296597,10567790,,,,
10567790,551296597,,,,
551296599,10567790,554940687,585865878,,
10567790,551296599,554940687,585865878,,
554940687,10567790,551296599,585865878,,
585865878,10567790,551296599,554940687,,
10567791,311063334,,,,
311063334,10567791,,,,
130800014,10567791,,,,
10567791,130800014,,,,
130799951,10567791,,,,
10567791,130799951,,,,
551296599,10567791,,,,
10567791,551296599,,,,
554940687,10567791,,,,
10567791,554940687,,,,
10567791,98151004,,,,
98151004,10567791,,,,
554940688,10567791,67476739,,,
67476739,10567791,554940688,,,
10567791,67476739,554940688,,,
130799746,10567791,,,,
10567791,130799746,,,,
130800018,10567791,,,,
10567791,130800018,,,,
130799979,10567791,,,,
10567791,130799979,,,,
67476739,98151004,585865878,,,
585865878,67476739,98151004,,,
98151004,67476739,585865878,,,
67476739,551296598,,,,
551296598,67476739,,,,
551296599,67476740,98151004,,,
98151004,67476740,551296599,,,
67476740,98151004,551296599,,,
554940692,67476740,,,,
67476740,554940692,,,,
68523383,68313504,,,,
68313504,68523383,,,,
607880233,68313504,,,,
68313504,607880233,,,,
68523383,130799670,,,,
130799670,68523383,,,,
68523383,371144585,,,,
371144585,68523383,,,,
371352526,68523383,,,,
68523383,371352526,,,,
130800036,68523383,,,,
68523383,130800036,,,,
554940686,80564922,,,,
80564922,554940686,,,,
80564922,130800065,,,,
130800065,80564922,,,,
98150996,475418184,,,,
475418184,98150996,,,,
98151003,98150999,,,,
98150999,98151003,,,,
412824703,98151003,,,,
98151003,412824703,,,,
98151003,402934517,,,,
402934517,98151003,,,,
554940687,98151004,,,,
98151004,554940687,,,,
98647170,655516210,,,,
655516210,98647170,,,,
128691351,128691333,,,,
128691333,128691351,,,,
128691333,128691357,,,,
128691357,128691333,,,,
128691342,128691352,,,,
128691352,128691342,,,,
128691351,128691352,,,,
128691352,128691351,,,,
130799746,128691352,,,,
128691352,130799746,,,,
130799671,130799670,,,,
130799670,130799671,,,,
130799722,130799670,,,,
130799670,130799722,,,,
154261210,130799670,,,,
130799670,154261210,,,,
154266156,130799670,,,,
130799670,154266156,,,,
154261845,130799670,579856276,,,
579856276,130799670,154261845,,,
130799670,154261845,579856276,,,
131633570,130799671,,,,
130799671,131633570,,,,
311063334,130799684,,,,
130799684,311063334,,,,
130799688,130799684,,,,
130799684,130799688,,,,
130799688,130799685,,,,
130799685,130799688,,,,
130799687,130799685,,,,
130799685,130799687,,,,
130799687,371352523,,,,
371352523,130799687,,,,
130799687,371144600,,,,
371144600,130799687,,,,
130799687,131633570,297487401,,,
131633570,130799687,297487401,,,
297487401,130799687,131633570,,,
130799687,371600823,,,,
371600823,130799687,,,,
130799687,131633572,371600825,,,
131633572,130799687,371600825,,,
371600825,130799687,131633572,,,
130799949,130799688,,,,
130799688,130799949,,,,
585865907,130799688,,,,
130799688,585865907,,,,
572408254,130799688,,,,
130799688,572408254,,,,
130799688,585865908,,,,
585865908,130799688,,,,
130799688,131648498,,,,
131648498,130799688,,,,
131648504,130799688,,,,
130799688,131648504,,,,
130799940,130799688,,,,
130799688,130799940,,,,
607880230,130799693,,,,
130799693,607880230,,,,
607880231,130799693,,,,
130799693,607880231,,,,
164024490,130799693,,,,
130799693,164024490,,,,
130799932,130799700,,,,
130799700,130799932,,,,
130800021,130799700,,,,
130799700,130800021,,,,
130800021,130799700,,,,
130799700,130800021,,,,
130799760,130799700,,,,
130799700,130799760,,,,
130799702,130799702,,,,
539787370,130799702,,,,
130799702,539787370,,,,
130799702,283275446,283275446,,,
283275446,130799702,283275446,,,
130799702,130800009,,,,
130800009,130799702,,,,
130799702,130799803,,,,
130799803,130799702,,,,
130799703,130799758,,,,
130799758,130799703,,,,
163926030,130799703,,,,
130799703,163926030,,,,
130799954,130799703,,,,
130799703,130799954,,,,
130799703,545273025,,,,
545273025,130799703,,,,
130799704,130799999,,,,
130799999,130799704,,,,
130799704,130799743,,,,
130799743,130799704,,,,
130799704,283146787,,,,
283146787,130799704,,,,
130799704,130799999,,,,
130799999,130799704,,,,
130799979,130799705,,,,
130799705,130799979,,,,
130799705,130799968,,,,
130799968,130799705,,,,
130799782,130799705,,,,
130799705,130799782,,,,
130799914,130799705,,,,
130799705,130799914,,,,
585865894,130799705,,,,
130799705,585865894,,,,
130799914,130799705,,,,
130799705,130799914,,,,
130799730,130799705,,,,
130799705,130799730,,,,
130799705,130800015,,,,
130800015,130799705,,,,
579856275,130799706,,,,
130799706,579856275,,,,
585865903,130799706,,,,
